1966491.6746254705 [4.634136816014804e-14, 0.12403174500784873, -6.211941063144385, 0.04933903144701841, 0.038108481577151576, 8.132366100123166e-05, -6.018769157253011e-05, -1.2515857804528968e-07, 3.48409912006902e-08, 4.160133535601665e-11, -6.684817876154176e-12]
2041612.648671155 [-6.483921674524931e-14, 0.12403174500776601, -6.211941063144284, 0.04933903144702016, 0.03810848157706793, 8.132366100648488e-05, -6.018769158525048e-05, -1.2515863112703512e-07, 3.484101710000359e-08, 4.1631315391042745e-11, -6.679605526312624e-12]
2192732.641782782 [7.233706272064108e-14, 0.12403174500782255, -6.211941063144265, 0.049339031447063815, 0.038108481577196866, 8.132366099792379e-05, -6.0187691541497215e-05, -1.2515848067086297e-07, 3.484101862728509e-08, 4.166152769125414e-11, -6.672814916383374e-12]
3173780.7391718803 [-1.037174362337208e-14, 0.12403174500768985, -6.211941063144327, 0.04933903144704972, 0.03810848157722709, 8.132366094206789e-05, -6.0187691548478745e-05, -1.2515864873234022e-07, 3.484093485294341e-08, 4.169447771485012e-11, -6.7238587295851914e-12]
3262116.6356047685 [4.688959961900203e-14, 0.1240317450076878, -6.211941063144241, 0.04933903144699542, 0.03810848157722557, 8.13236610338179e-05, -6.018769169411526e-05, -1.2515846855105017e-07, 3.484104785575653e-08, 4.1590007752155667e-11, -6.727575395728651e-12]
3991750.2406869596 [-3.194653765164613e-14, 0.12403174500786508, -6.211941063144235, 0.049339031447152425, 0.038108481577242594, 8.13236610426425e-05, -6.018769170780424e-05, -1.2515851527025884e-07, 3.484087749590755e-08, 4.166774268779702e-11, -6.636830051431369e-12]
4359552.880637636 [2.498114213127334e-14, 0.12403174500780773, -6.211941063144417, 0.04933903144715245, 0.03810848157723838, 8.132366106884659e-05, -6.018769159331264e-05, -1.2515859646360017e-07, 3.4841019905389934e-08, 4.15571966443168e-11, -6.742561153952437e-12]
5140147.566341962 [1.5952416568279182e-14, 0.12403174500785662, -6.211941063144376, 0.04933903144710437, 0.03810848157725863, 8.13236610421997e-05, -6.018769153391528e-05, -1.2515864158499003e-07, 3.4840937129000203e-08, 4.1650488477539675e-11, -6.749622288336158e-12]
13194672.820566129 [-3.2745099855839694e-14, 0.12403174500779207, -6.2119410631443355, 0.049339031447107086, 0.03810848157719784, 8.132366095383646e-05, -6.018769166446157e-05, -1.2515863666658112e-07, 3.484101985296865e-08, 4.157261217929986e-11, -6.806527367427572e-12]
14172267.058789507 [5.893947779962668e-14, 0.12403174500772106, -6.211941063144337, 0.04933903144718539, 0.038108481577109866, 8.132366092636294e-05, -6.018769162898256e-05, -1.2515852524748591e-07, 3.484096219881381e-08, 4.1619499527176424e-11, -6.8112933002603975e-12]
