1893990.7734855977 [8.063842043944013e-14, 0.12403174500782584, -6.211941063144267, 0.049339031447066715, 0.03810848157709739, 8.132366101417507e-05, -6.0187691516788965e-05, -1.2515860700803365e-07, 3.484104389706603e-08, 4.153229167357833e-11, -6.6913091132829596e-12]
2196931.048720088 [3.2715783783632885e-14, 0.12403174500781144, -6.211941063144319, 0.04933903144716239, 0.03810848157706952, 8.132366104990836e-05, -6.018769155356898e-05, -1.2515858281807973e-07, 3.484087627521204e-08, 4.1624694895554085e-11, -6.702669421765514e-12]
2330139.0438204873 [-7.825605730577962e-14, 0.12403174500785762, -6.211941063144355, 0.04933903144712772, 0.03810848157710616, 8.1323660891083e-05, -6.0187691584084344e-05, -1.2515862457704133e-07, 3.48410468299216e-08, 4.155097651840057e-11, -6.6632295587748e-12]
2571498.1154491743 [-9.765453259502984e-14, 0.12403174500777855, -6.211941063144354, 0.049339031447037475, 0.03810848157720082, 8.132366094009497e-05, -6.018769158286107e-05, -1.2515855942481143e-07, 3.484092969522854e-08, 4.165856373584397e-11, -6.6605386368846825e-12]
3689432.0269712606 [4.493400549734421e-14, 0.1240317450078802, -6.211941063144283, 0.049339031447110986, 0.038108481577152443, 8.132366101601367e-05, -6.0187691517016336e-05, -1.2515857175485747e-07, 3.48408935107568e-08, 4.1529189918947857e-11, -6.638441368798609e-12]
4833156.086580159 [-7.763372060414691e-14, 0.12403174500782407, -6.211941063144253, 0.049339031447064065, 0.03810848157708134, 8.132366101480038e-05, -6.018769158686284e-05, -1.2515856375718313e-07, 3.484098573415872e-08, 4.1538353286816546e-11, -6.747950642459665e-12]
5196348.64273953 [5.3575960945816766e-14, 0.124031745007798, -6.211941063144324, 0.04933903144716464, 0.03810848157708709, 8.132366104177552e-05, -6.018769168874951e-05, -1.2515854250381988e-07, 3.4841023978170725e-08, 4.167842679591859e-11, -6.749857487749964e-12]
8336411.651604699 [5.228767670367843e-14, 0.12403174500777991, -6.211941063144241, 0.04933903144700752, 0.038108481577146365, 8.13236608739569e-05, -6.018769168092412e-05, -1.251585143573109e-07, 3.484092147956407e-08, 4.1702563006638624e-11, -6.775823065257176e-12]
9995518.063368646 [-8.410842458026805e-14, 0.12403174500780997, -6.211941063144303, 0.0493390314470288, 0.0381084815771206, 8.13236609174544e-05, -6.018769152132049e-05, -1.2515855963690224e-07, 3.48409417594625e-08, 4.16615559857197e-11, -6.787339363769098e-12]
10357866.644507457 [-9.697049422713103e-14, 0.12403174500773997, -6.211941063144285, 0.0493390314470844, 0.03810848157725272, 8.132366097952453e-05, -6.01876915394523e-05, -1.2515863276086037e-07, 3.484104984526856e-08, 4.1544257464385944e-11, -6.790570984450518e-12]
